arrival_date,sku_name,category,mandi_name,zone,min_price_rs_kg,max_price_rs_kg,modal_price_rs_kg,arrival_qty_mt
2025-11-27,Cabbage,Staple,Gazipur APMC,East,22.0,26.0,24.0,85.22
2025-11-28,Cabbage,Staple,Gazipur APMC,East,24.0,28.0,26.0,72.56
2025-11-30,Cabbage,Staple,Gazipur APMC,East,26.0,30.0,28.0,63.41
2025-12-01,Cabbage,Staple,Gazipur APMC,East,28.0,32.0,30.0,67.33
2025-12-02,Cabbage,Staple,Gazipur APMC,East,26.0,30.0,28.0,98.37
2025-12-03,Cabbage,Staple,Gazipur APMC,East,26.0,30.0,28.0,67.06
2025-12-04,Cabbage,Staple,Gazipur APMC,East,24.0,28.0,26.0,58.37
2025-12-05,Cabbage,Staple,Gazipur APMC,East,24.0,28.0,26.0,64.64
2025-12-07,Cabbage,Staple,Gazipur APMC,East,26.0,28.0,27.0,82.8
2025-12-09,Cabbage,Staple,Gazipur APMC,East,20.0,24.0,22.0,75.17
2025-12-10,Cabbage,Staple,Gazipur APMC,East,18.0,22.0,20.0,66.93
2025-12-11,Cabbage,Staple,Gazipur APMC,East,18.0,22.0,20.0,117.24
2025-12-14,Cabbage,Staple,Gazipur APMC,East,16.0,20.0,18.0,70.35
2025-12-15,Cabbage,Staple,Gazipur APMC,East,14.0,18.0,16.0,58.12
2025-12-17,Cabbage,Staple,Gazipur APMC,East,16.0,18.0,17.0,42.0
2025-12-18,Cabbage,Staple,Gazipur APMC,East,12.0,16.0,14.0,39.05
2025-12-19,Cabbage,Staple,Gazipur APMC,East,11.0,13.0,12.0,53.55
2025-12-22,Cabbage,Staple,Gazipur APMC,East,9.0,11.0,10.0,55.85
2025-12-23,Cabbage,Staple,Gazipur APMC,East,9.0,11.0,10.0,63.6
2025-12-25,Cabbage,Staple,Gazipur APMC,East,12.0,16.0,14.0,45.95
2025-12-26,Cabbage,Staple,Gazipur APMC,East,10.0,14.0,12.0,41.25
2025-12-30,Cabbage,Staple,Gazipur APMC,East,8.0,10.0,9.0,77.5
2026-01-01,Cabbage,Staple,Gazipur APMC,East,9.0,11.0,10.0,58.5
2026-01-02,Cabbage,Staple,Gazipur APMC,East,10.0,12.0,11.0,42.35
2026-01-04,Cabbage,Staple,Gazipur APMC,East,8.0,10.0,9.0,40.15
2026-01-05,Cabbage,Staple,Gazipur APMC,East,8.0,10.0,9.0,36.45
2026-01-06,Cabbage,Staple,Gazipur APMC,East,8.0,10.0,9.0,45.31
2026-01-07,Cabbage,Staple,Gazipur APMC,East,6.0,8.0,7.0,35.85
2026-01-13,Cabbage,Staple,Gazipur APMC,East,12.0,14.0,13.0,46.55
2026-01-19,Cabbage,Staple,Gazipur APMC,East,14.0,16.0,15.0,49.42
2026-01-20,Cabbage,Staple,Gazipur APMC,East,14.0,18.0,16.0,53.8
2026-01-21,Cabbage,Staple,Gazipur APMC,East,14.0,16.0,15.0,36.7
2026-01-26,Cabbage,Staple,Gazipur APMC,East,14.0,18.0,16.0,56.95
2026-01-28,Cabbage,Staple,Gazipur APMC,East,14.0,18.0,16.0,29.4
2026-01-29,Cabbage,Staple,Gazipur APMC,East,14.0,18.0,16.0,64.05
2026-01-30,Cabbage,Staple,Gazipur APMC,East,14.0,18.0,16.0,57.1
2026-02-01,Cabbage,Staple,Gazipur APMC,East,12.0,16.0,14.0,16.4
2026-02-02,Cabbage,Staple,Gazipur APMC,East,10.0,14.0,12.0,56.65
2026-02-03,Cabbage,Staple,Gazipur APMC,East,10.0,14.0,12.0,44.2
2026-02-04,Cabbage,Staple,Gazipur APMC,East,10.0,14.0,12.0,54.45
2026-02-06,Cabbage,Staple,Gazipur APMC,East,10.0,14.0,12.0,55.5
2026-02-10,Cabbage,Staple,Gazipur APMC,East,10.0,14.0,12.0,48.85
2026-02-11,Cabbage,Staple,Gazipur APMC,East,10.0,14.0,12.0,39.87
2026-02-17,Cabbage,Staple,Gazipur APMC,East,13.0,15.0,14.0,60.0
2026-02-18,Cabbage,Staple,Gazipur APMC,East,12.0,16.0,14.0,54.32
2026-02-19,Cabbage,Staple,Gazipur APMC,East,10.0,14.0,12.0,41.55
2026-02-22,Cabbage,Staple,Gazipur APMC,East,10.0,12.0,11.0,50.47
2026-02-23,Cabbage,Staple,Gazipur APMC,East,10.0,14.0,12.0,43.1
2026-02-24,Cabbage,Staple,Gazipur APMC,East,10.0,12.0,11.0,50.4
2026-02-25,Cabbage,Staple,Gazipur APMC,East,10.0,14.0,12.0,41.5
2026-03-02,Cabbage,Staple,Gazipur APMC,East,10.0,14.0,12.0,43.85
2026-03-05,Cabbage,Staple,Gazipur APMC,East,12.0,16.0,14.0,29.25
2026-03-06,Cabbage,Staple,Gazipur APMC,East,12.0,16.0,14.0,35.15
2026-03-08,Cabbage,Staple,Gazipur APMC,East,14.0,18.0,16.0,61.27
2026-03-09,Cabbage,Staple,Gazipur APMC,East,14.0,16.0,15.0,52.25
2026-03-10,Cabbage,Staple,Gazipur APMC,East,14.0,18.0,16.0,44.15
2026-03-16,Cabbage,Staple,Gazipur APMC,East,14.0,18.0,16.0,68.1
2026-03-17,Cabbage,Staple,Gazipur APMC,East,9.0,12.0,10.0,41.95
2026-03-23,Cabbage,Staple,Gazipur APMC,East,16.0,20.0,18.0,38.4
2026-03-26,Cabbage,Staple,Gazipur APMC,East,8.0,10.0,9.0,35.6
2026-03-27,Cabbage,Staple,Gazipur APMC,East,22.0,26.0,24.0,20.5
2026-03-29,Cabbage,Staple,Gazipur APMC,East,14.0,16.0,15.0,53.05
2026-04-01,Cabbage,Staple,Gazipur APMC,East,10.0,14.0,12.0,29.0
2026-04-05,Cabbage,Staple,Gazipur APMC,East,8.0,10.0,9.0,22.65
2026-04-06,Cabbage,Staple,Gazipur APMC,East,8.0,10.0,9.0,35.25
2026-04-08,Cabbage,Staple,Gazipur APMC,East,8.0,10.0,9.0,40.25
2026-04-09,Cabbage,Staple,Gazipur APMC,East,9.0,11.0,10.0,52.3
2026-04-12,Cabbage,Staple,Gazipur APMC,East,9.0,11.0,10.0,26.7
2026-04-13,Cabbage,Staple,Gazipur APMC,East,8.0,10.0,9.0,78.6
2026-04-14,Cabbage,Staple,Gazipur APMC,East,9.0,11.0,10.0,61.15
2026-04-15,Cabbage,Staple,Gazipur APMC,East,8.0,10.0,9.0,31.5
2026-04-16,Cabbage,Staple,Gazipur APMC,East,7.0,9.0,8.0,25.05
2026-04-17,Cabbage,Staple,Gazipur APMC,East,7.0,9.0,8.0,22.0
2026-04-18,Cabbage,Staple,Gazipur APMC,East,7.0,9.0,8.0,6.64
2026-04-19,Cabbage,Staple,Gazipur APMC,East,8.0,10.0,9.0,31.14
2026-04-20,Cabbage,Staple,Gazipur APMC,East,7.0,9.0,8.0,33.9
2026-04-21,Cabbage,Staple,Gazipur APMC,East,8.0,10.0,9.0,23.95
2026-04-22,Cabbage,Staple,Gazipur APMC,East,6.0,8.0,7.0,33.9
2026-04-23,Cabbage,Staple,Gazipur APMC,East,6.0,8.0,7.0,32.85
2026-04-24,Cabbage,Staple,Gazipur APMC,East,7.0,9.0,8.0,25.8
2026-04-27,Cabbage,Staple,Gazipur APMC,East,6.0,8.0,7.0,42.2
2026-04-28,Cabbage,Staple,Gazipur APMC,East,5.0,7.0,6.0,40.05
2026-04-29,Cabbage,Staple,Gazipur APMC,East,4.0,6.0,5.0,44.75
2026-04-30,Cabbage,Staple,Gazipur APMC,East,4.0,6.0,5.0,57.5
2026-05-01,Cabbage,Staple,Gazipur APMC,East,5.0,7.0,6.0,19.35
2026-05-02,Cabbage,Staple,Gazipur APMC,East,5.0,7.0,6.0,38.8
2026-05-03,Cabbage,Staple,Gazipur APMC,East,5.0,7.0,6.0,25.15
2026-05-04,Cabbage,Staple,Gazipur APMC,East,6.0,8.0,7.0,57.85
2026-05-05,Cabbage,Staple,Gazipur APMC,East,6.0,8.0,7.0,76.8
2026-05-06,Cabbage,Staple,Gazipur APMC,East,7.0,9.0,8.0,35.8
2026-05-07,Cabbage,Staple,Gazipur APMC,East,6.0,8.0,7.0,45.95
2026-05-09,Cabbage,Staple,Gazipur APMC,East,6.0,8.0,7.0,32.55
2026-05-10,Cabbage,Staple,Gazipur APMC,East,6.0,8.0,7.0,41.3
2026-05-11,Cabbage,Staple,Gazipur APMC,East,7.0,9.0,8.0,30.5
2026-05-12,Cabbage,Staple,Gazipur APMC,East,6.0,10.0,8.0,36.85
2026-05-13,Cabbage,Staple,Gazipur APMC,East,6.0,8.0,7.0,23.85
2026-05-14,Cabbage,Staple,Gazipur APMC,East,7.0,9.0,8.0,36.65
2026-05-15,Cabbage,Staple,Gazipur APMC,East,5.0,7.0,6.0,24.45
2026-05-16,Cabbage,Staple,Gazipur APMC,East,5.0,7.0,6.0,38.45
2026-05-17,Cabbage,Staple,Gazipur APMC,East,6.0,8.0,7.0,36.5
2026-05-18,Cabbage,Staple,Gazipur APMC,East,5.0,7.0,6.0,49.8
2026-05-19,Cabbage,Staple,Gazipur APMC,East,5.0,7.0,6.0,50.0
2025-11-08,Cabbage,Staple,Keshopur APMC,West,15.0,25.0,20.0,29.4
2025-11-09,Cabbage,Staple,Keshopur APMC,West,16.0,22.0,19.0,26.75
2025-11-10,Cabbage,Staple,Keshopur APMC,West,16.0,22.0,20.0,29.45
2025-11-11,Cabbage,Staple,Keshopur APMC,West,16.0,24.0,22.0,36.1
2025-11-13,Cabbage,Staple,Keshopur APMC,West,15.0,22.0,20.0,17.03
2025-11-14,Cabbage,Staple,Keshopur APMC,West,16.0,24.0,21.5,48.85
2025-11-15,Cabbage,Staple,Keshopur APMC,West,18.0,24.0,22.0,180.0
2025-11-16,Cabbage,Staple,Keshopur APMC,West,15.0,26.0,21.0,28.34
2025-11-17,Cabbage,Staple,Keshopur APMC,West,18.0,24.0,22.0,32.48
2025-11-18,Cabbage,Staple,Keshopur APMC,West,18.0,24.0,22.0,42.29
2025-11-20,Cabbage,Staple,Keshopur APMC,West,16.0,24.0,22.0,22.94
2025-11-23,Cabbage,Staple,Keshopur APMC,West,18.0,28.0,24.5,51.0
2025-11-24,Cabbage,Staple,Keshopur APMC,West,16.0,24.0,22.0,16.15
2025-11-27,Cabbage,Staple,Keshopur APMC,West,16.0,28.0,22.0,35.77
2025-11-28,Cabbage,Staple,Keshopur APMC,West,16.0,22.0,20.0,33.35
2025-11-30,Cabbage,Staple,Keshopur APMC,West,16.0,22.0,20.0,28.73
2025-12-01,Cabbage,Staple,Keshopur APMC,West,8.0,18.0,15.5,23.05
2025-12-02,Cabbage,Staple,Keshopur APMC,West,15.0,22.0,20.0,29.75
2025-12-04,Cabbage,Staple,Keshopur APMC,West,16.0,20.0,18.5,45.95
2025-12-05,Cabbage,Staple,Keshopur APMC,West,15.0,22.0,20.0,55.95
2025-12-06,Cabbage,Staple,Keshopur APMC,West,16.0,22.0,20.0,53.27
2025-12-07,Cabbage,Staple,Keshopur APMC,West,16.0,22.0,20.0,20.2
2025-12-08,Cabbage,Staple,Keshopur APMC,West,17.0,23.0,19.0,53.9
2025-12-09,Cabbage,Staple,Keshopur APMC,West,16.0,24.0,21.5,41.68
2025-12-11,Cabbage,Staple,Keshopur APMC,West,16.0,22.0,20.0,20.43
2025-12-12,Cabbage,Staple,Keshopur APMC,West,16.0,24.0,22.0,50.56
2025-12-14,Cabbage,Staple,Keshopur APMC,West,16.0,26.0,22.0,38.69
2025-12-15,Cabbage,Staple,Keshopur APMC,West,16.0,24.0,21.0,34.15
2025-12-16,Cabbage,Staple,Keshopur APMC,West,20.0,28.0,22.0,32.95
2025-12-18,Cabbage,Staple,Keshopur APMC,West,16.0,25.0,21.5,23.28
2025-12-19,Cabbage,Staple,Keshopur APMC,West,12.0,18.0,15.5,36.96
2025-12-20,Cabbage,Staple,Keshopur APMC,West,16.0,22.0,20.0,36.02
2025-12-21,Cabbage,Staple,Keshopur APMC,West,10.0,16.0,13.0,40.91
2025-12-22,Cabbage,Staple,Keshopur APMC,West,14.0,22.0,19.0,20.58
2025-12-23,Cabbage,Staple,Keshopur APMC,West,16.0,24.0,21.5,38.05
2025-12-26,Cabbage,Staple,Keshopur APMC,West,10.0,18.0,14.5,58.25
2025-12-27,Cabbage,Staple,Keshopur APMC,West,12.0,18.0,16.0,21.57
2026-01-01,Cabbage,Staple,Keshopur APMC,West,16.0,22.0,20.0,56.74
2026-01-02,Cabbage,Staple,Keshopur APMC,West,12.0,18.0,16.0,16.86
2026-01-03,Cabbage,Staple,Keshopur APMC,West,12.0,18.0,16.0,43.58
2026-01-04,Cabbage,Staple,Keshopur APMC,West,10.0,16.0,13.0,42.58
2026-01-05,Cabbage,Staple,Keshopur APMC,West,8.0,14.0,12.0,39.38
2026-01-06,Cabbage,Staple,Keshopur APMC,West,10.0,16.0,13.0,15.55
2026-01-08,Cabbage,Staple,Keshopur APMC,West,8.0,16.0,13.0,39.63
2026-01-11,Cabbage,Staple,Keshopur APMC,West,10.0,20.0,15.0,35.23
2026-01-12,Cabbage,Staple,Keshopur APMC,West,10.0,18.0,14.0,24.47
2026-01-13,Cabbage,Staple,Keshopur APMC,West,8.0,16.0,13.0,42.88
2026-01-15,Cabbage,Staple,Keshopur APMC,West,8.0,14.0,12.0,27.0
2026-01-16,Cabbage,Staple,Keshopur APMC,West,10.0,16.0,13.0,54.41
2026-01-17,Cabbage,Staple,Keshopur APMC,West,12.0,18.0,16.0,33.4
2026-01-18,Cabbage,Staple,Keshopur APMC,West,8.0,14.0,12.0,23.97
2026-01-19,Cabbage,Staple,Keshopur APMC,West,10.0,16.0,13.0,27.58
2026-01-20,Cabbage,Staple,Keshopur APMC,West,8.0,14.0,12.0,24.03
2026-01-22,Cabbage,Staple,Keshopur APMC,West,10.0,18.0,14.5,39.38
2026-01-23,Cabbage,Staple,Keshopur APMC,West,10.0,14.0,12.0,28.38
2026-01-24,Cabbage,Staple,Keshopur APMC,West,8.0,14.0,12.0,17.7
2026-01-29,Cabbage,Staple,Keshopur APMC,West,10.0,16.0,13.0,32.58
2026-01-30,Cabbage,Staple,Keshopur APMC,West,8.0,16.0,14.0,43.68
2026-01-31,Cabbage,Staple,Keshopur APMC,West,10.0,18.0,14.0,26.76
2026-02-01,Cabbage,Staple,Keshopur APMC,West,10.0,18.0,14.5,35.7
2026-02-02,Cabbage,Staple,Keshopur APMC,West,8.0,12.0,10.0,31.95
2026-02-03,Cabbage,Staple,Keshopur APMC,West,10.0,14.0,12.0,12.88
2026-02-05,Cabbage,Staple,Keshopur APMC,West,6.0,12.0,10.0,15.14
2026-02-06,Cabbage,Staple,Keshopur APMC,West,8.0,16.0,13.0,35.4
2026-02-07,Cabbage,Staple,Keshopur APMC,West,10.0,20.0,15.0,24.85
2026-02-08,Cabbage,Staple,Keshopur APMC,West,8.0,13.0,9.5,29.16
2026-02-09,Cabbage,Staple,Keshopur APMC,West,4.0,9.0,6.5,48.55
2026-02-10,Cabbage,Staple,Keshopur APMC,West,8.0,16.0,13.0,30.5
2026-02-12,Cabbage,Staple,Keshopur APMC,West,8.0,16.0,13.0,36.56
2026-02-13,Cabbage,Staple,Keshopur APMC,West,10.0,18.0,15.0,29.28
2026-02-14,Cabbage,Staple,Keshopur APMC,West,9.0,17.0,14.0,28.88
2026-02-15,Cabbage,Staple,Keshopur APMC,West,10.0,16.0,13.5,12.87
2026-02-16,Cabbage,Staple,Keshopur APMC,West,10.0,18.0,14.5,22.33
2026-02-19,Cabbage,Staple,Keshopur APMC,West,8.0,16.0,13.0,44.6
2026-02-20,Cabbage,Staple,Keshopur APMC,West,8.0,16.0,13.0,25.03
2026-02-21,Cabbage,Staple,Keshopur APMC,West,10.0,14.0,12.5,16.0
2026-02-22,Cabbage,Staple,Keshopur APMC,West,8.0,16.0,13.0,16.35
2026-02-23,Cabbage,Staple,Keshopur APMC,West,8.0,16.0,13.0,27.62
2026-02-24,Cabbage,Staple,Keshopur APMC,West,8.0,14.0,12.0,19.58
2026-02-26,Cabbage,Staple,Keshopur APMC,West,8.0,14.0,12.0,23.63
2026-02-27,Cabbage,Staple,Keshopur APMC,West,10.0,16.0,13.0,45.15
2026-03-02,Cabbage,Staple,Keshopur APMC,West,8.0,16.0,13.0,27.18
2026-03-03,Cabbage,Staple,Keshopur APMC,West,12.0,20.0,16.0,23.9
2026-03-06,Cabbage,Staple,Keshopur APMC,West,6.0,12.0,10.0,18.8
2026-03-07,Cabbage,Staple,Keshopur APMC,West,8.0,14.0,12.0,23.1
2026-03-08,Cabbage,Staple,Keshopur APMC,West,8.0,14.0,12.0,19.3
2026-03-09,Cabbage,Staple,Keshopur APMC,West,8.0,14.0,12.5,25.6
2026-03-10,Cabbage,Staple,Keshopur APMC,West,8.0,14.0,12.0,26.0
2026-03-12,Cabbage,Staple,Keshopur APMC,West,8.0,16.0,14.0,19.5
2026-03-13,Cabbage,Staple,Keshopur APMC,West,12.0,18.0,16.0,26.8
2026-03-14,Cabbage,Staple,Keshopur APMC,West,9.0,15.0,13.0,20.6
2026-03-15,Cabbage,Staple,Keshopur APMC,West,8.0,14.0,12.0,16.8
2026-03-16,Cabbage,Staple,Keshopur APMC,West,13.0,20.0,17.0,19.4
2026-03-19,Cabbage,Staple,Keshopur APMC,West,8.0,14.0,12.0,22.9
2026-03-20,Cabbage,Staple,Keshopur APMC,West,8.0,14.0,12.0,18.6
2026-03-21,Cabbage,Staple,Keshopur APMC,West,9.0,16.0,13.0,5.8
2026-03-22,Cabbage,Staple,Keshopur APMC,West,8.0,14.0,12.0,19.9
2026-03-23,Cabbage,Staple,Keshopur APMC,West,9.0,15.0,13.0,14.3
2026-03-24,Cabbage,Staple,Keshopur APMC,West,10.0,20.0,15.0,22.0
2026-03-26,Cabbage,Staple,Keshopur APMC,West,10.0,18.0,14.0,28.1
2026-03-27,Cabbage,Staple,Keshopur APMC,West,10.0,20.0,15.0,15.1
2026-03-28,Cabbage,Staple,Keshopur APMC,West,10.0,20.0,15.5,18.8
2026-03-29,Cabbage,Staple,Keshopur APMC,West,12.0,22.0,15.5,13.5
2026-03-30,Cabbage,Staple,Keshopur APMC,West,11.0,22.0,16.0,26.8
2026-03-31,Cabbage,Staple,Keshopur APMC,West,11.0,24.0,16.5,15.9
2026-04-02,Cabbage,Staple,Keshopur APMC,West,11.0,22.0,17.0,27.4
2026-04-03,Cabbage,Staple,Keshopur APMC,West,11.0,22.0,17.0,9.6
2026-04-04,Cabbage,Staple,Keshopur APMC,West,10.0,16.0,13.0,23.6
2026-04-05,Cabbage,Staple,Keshopur APMC,West,8.0,16.0,14.0,14.4
2026-04-06,Cabbage,Staple,Keshopur APMC,West,8.0,16.0,13.0,22.0
2026-04-07,Cabbage,Staple,Keshopur APMC,West,15.0,20.0,17.5,13.5
2026-04-09,Cabbage,Staple,Keshopur APMC,West,15.0,25.0,20.0,18.7
2026-04-10,Cabbage,Staple,Keshopur APMC,West,12.0,18.0,15.0,16.08
2026-04-12,Cabbage,Staple,Keshopur APMC,West,15.0,20.0,17.5,20.2
2026-04-13,Cabbage,Staple,Keshopur APMC,West,12.0,24.0,18.0,23.5
2026-04-14,Cabbage,Staple,Keshopur APMC,West,11.0,22.0,17.0,20.6
2026-04-16,Cabbage,Staple,Keshopur APMC,West,8.0,14.0,12.0,9.35
2026-04-17,Cabbage,Staple,Keshopur APMC,West,8.0,14.0,12.0,27.95
2026-04-18,Cabbage,Staple,Keshopur APMC,West,8.0,14.0,12.0,18.05
2026-04-19,Cabbage,Staple,Keshopur APMC,West,9.0,15.0,13.0,11.83
2026-04-20,Cabbage,Staple,Keshopur APMC,West,6.0,12.0,10.0,24.7
2026-04-21,Cabbage,Staple,Keshopur APMC,West,6.0,12.0,10.0,20.95
2026-04-23,Cabbage,Staple,Keshopur APMC,West,8.0,14.0,12.0,23.1
2026-04-24,Cabbage,Staple,Keshopur APMC,West,8.0,12.0,10.0,6.38
2026-04-25,Cabbage,Staple,Keshopur APMC,West,6.0,12.0,9.5,15.85
2026-04-30,Cabbage,Staple,Keshopur APMC,West,6.0,12.0,10.0,19.85
2026-05-01,Cabbage,Staple,Keshopur APMC,West,6.0,11.0,9.0,19.9
2026-05-02,Cabbage,Staple,Keshopur APMC,West,6.0,10.0,8.5,14.9
2026-05-03,Cabbage,Staple,Keshopur APMC,West,6.0,10.0,8.5,21.15
2026-05-04,Cabbage,Staple,Keshopur APMC,West,6.0,8.0,7.0,8.95
2026-05-05,Cabbage,Staple,Keshopur APMC,West,6.0,10.0,8.5,8.93
2026-05-07,Cabbage,Staple,Keshopur APMC,West,10.0,20.0,14.0,24.0
2026-05-08,Cabbage,Staple,Keshopur APMC,West,6.0,10.0,8.5,26.8
2026-05-09,Cabbage,Staple,Keshopur APMC,West,8.0,12.0,10.0,7.1
2026-05-10,Cabbage,Staple,Keshopur APMC,West,6.0,10.0,8.5,17.9
2026-05-11,Cabbage,Staple,Keshopur APMC,West,6.0,9.0,8.0,15.7
2026-05-12,Cabbage,Staple,Keshopur APMC,West,6.0,9.0,8.0,11.4
2026-05-14,Cabbage,Staple,Keshopur APMC,West,6.0,8.0,7.0,16.55
2026-05-15,Cabbage,Staple,Keshopur APMC,West,6.0,9.0,8.0,27.25
2026-05-16,Cabbage,Staple,Keshopur APMC,West,6.0,9.0,8.0,9.0
2026-05-17,Cabbage,Staple,Keshopur APMC,West,6.0,10.0,8.0,17.15
2026-05-18,Cabbage,Staple,Keshopur APMC,West,6.0,8.0,7.5,26.24
2026-05-19,Cabbage,Staple,Keshopur APMC,West,7.0,9.0,8.0,12.45
2026-05-21,Cabbage,Staple,Keshopur APMC,West,8.0,12.0,10.0,26.2
2025-11-10,Capsicum,Premium,Azadpur APMC,North,20.0,60.0,40.0,90.4
2025-12-01,Capsicum,Premium,Azadpur APMC,North,20.0,50.0,35.0,106.7
2025-12-02,Capsicum,Premium,Azadpur APMC,North,20.0,50.0,37.0,107.5
2025-12-03,Capsicum,Premium,Azadpur APMC,North,20.0,50.0,37.0,62.0
2025-12-04,Capsicum,Premium,Azadpur APMC,North,20.0,60.0,45.0,140.5
2025-12-06,Capsicum,Premium,Azadpur APMC,North,25.0,50.0,40.0,62.5
2025-12-08,Capsicum,Premium,Azadpur APMC,North,25.0,45.0,35.0,140.3
2025-12-09,Capsicum,Premium,Azadpur APMC,North,25.0,45.0,35.0,128.6
2025-12-10,Capsicum,Premium,Azadpur APMC,North,25.0,45.0,35.0,136.9
2025-12-11,Capsicum,Premium,Azadpur APMC,North,25.0,40.0,32.0,160.0
2025-12-15,Capsicum,Premium,Azadpur APMC,North,25.0,40.0,35.0,99.0
2025-12-16,Capsicum,Premium,Azadpur APMC,North,25.0,45.0,37.5,76.9
2025-12-17,Capsicum,Premium,Azadpur APMC,North,25.0,45.0,38.5,152.2
2025-12-18,Capsicum,Premium,Azadpur APMC,North,25.0,45.0,38.5,150.4
2025-12-19,Capsicum,Premium,Azadpur APMC,North,25.0,45.0,38.5,77.8
2025-12-20,Capsicum,Premium,Azadpur APMC,North,15.0,30.0,23.0,161.0
2025-12-22,Capsicum,Premium,Azadpur APMC,North,15.0,30.0,23.0,136.3
2025-12-23,Capsicum,Premium,Azadpur APMC,North,10.0,30.0,19.33,151.9
2025-12-24,Capsicum,Premium,Azadpur APMC,North,10.0,30.0,19.33,108.3
2025-12-25,Capsicum,Premium,Azadpur APMC,North,10.0,30.0,19.33,144.6
2025-12-26,Capsicum,Premium,Azadpur APMC,North,10.0,30.0,18.5,149.4
2025-12-27,Capsicum,Premium,Azadpur APMC,North,10.0,30.0,18.5,109.0
2025-12-29,Capsicum,Premium,Azadpur APMC,North,10.0,30.0,18.5,99.1
2025-12-30,Capsicum,Premium,Azadpur APMC,North,10.0,30.0,18.5,157.4
2025-12-31,Capsicum,Premium,Azadpur APMC,North,10.0,30.0,18.5,156.8
2026-01-01,Capsicum,Premium,Azadpur APMC,North,10.0,30.0,17.0,92.1
2026-01-02,Capsicum,Premium,Azadpur APMC,North,10.0,25.0,17.0,77.8
2026-01-03,Capsicum,Premium,Azadpur APMC,North,10.0,25.0,17.0,144.9
2026-01-05,Capsicum,Premium,Azadpur APMC,North,10.0,25.0,17.0,162.9
2026-01-06,Capsicum,Premium,Azadpur APMC,North,10.0,25.0,17.0,94.1
2026-01-07,Capsicum,Premium,Azadpur APMC,North,10.0,25.0,17.0,135.6
2026-01-08,Capsicum,Premium,Azadpur APMC,North,10.0,25.0,16.0,133.3
2026-01-09,Capsicum,Premium,Azadpur APMC,North,10.0,25.0,16.0,83.1
2026-01-12,Capsicum,Premium,Azadpur APMC,North,10.0,25.0,16.0,170.8
2026-01-13,Capsicum,Premium,Azadpur APMC,North,10.0,22.0,15.0,129.5
2026-01-14,Capsicum,Premium,Azadpur APMC,North,10.0,22.0,15.0,95.7
2026-01-15,Capsicum,Premium,Azadpur APMC,North,10.0,22.0,15.0,153.7
2026-01-16,Capsicum,Premium,Azadpur APMC,North,10.0,22.0,15.5,71.9
2026-01-17,Capsicum,Premium,Azadpur APMC,North,10.0,22.0,15.5,63.1
2026-01-19,Capsicum,Premium,Azadpur APMC,North,10.0,22.0,15.5,113.3
2026-01-20,Capsicum,Premium,Azadpur APMC,North,10.0,22.0,15.5,106.4
2026-01-21,Capsicum,Premium,Azadpur APMC,North,15.0,25.0,22.0,133.4
2026-01-22,Capsicum,Premium,Azadpur APMC,North,15.0,25.0,22.0,151.4
2026-01-23,Capsicum,Premium,Azadpur APMC,North,15.0,25.0,22.0,88.6
2026-01-24,Capsicum,Premium,Azadpur APMC,North,15.0,25.0,22.0,87.7
2026-01-27,Capsicum,Premium,Azadpur APMC,North,15.0,25.0,22.0,96.8
2026-01-28,Capsicum,Premium,Azadpur APMC,North,15.0,25.0,22.0,89.0
2026-01-29,Capsicum,Premium,Azadpur APMC,North,15.0,25.0,22.0,56.7
2026-01-30,Capsicum,Premium,Azadpur APMC,North,15.0,25.0,22.0,105.8
2026-01-31,Capsicum,Premium,Azadpur APMC,North,15.0,25.0,22.0,105.8
2026-02-02,Capsicum,Premium,Azadpur APMC,North,15.0,25.0,22.0,143.7
2026-02-03,Capsicum,Premium,Azadpur APMC,North,15.0,25.0,22.0,76.2
2026-02-04,Capsicum,Premium,Azadpur APMC,North,15.0,25.0,22.0,101.1
2026-02-05,Capsicum,Premium,Azadpur APMC,North,15.0,25.0,22.0,134.1
2026-02-06,Capsicum,Premium,Azadpur APMC,North,15.0,30.0,26.0,196.2
2026-02-07,Capsicum,Premium,Azadpur APMC,North,15.0,30.0,25.0,150.7
2026-02-09,Capsicum,Premium,Azadpur APMC,North,15.0,30.0,27.5,143.6
2026-02-10,Capsicum,Premium,Azadpur APMC,North,15.0,30.0,27.5,69.1
2026-02-11,Capsicum,Premium,Azadpur APMC,North,15.0,30.0,27.5,112.0
2026-02-12,Capsicum,Premium,Azadpur APMC,North,15.0,40.0,30.0,141.1
2026-02-13,Capsicum,Premium,Azadpur APMC,North,15.0,40.0,30.0,155.6
2026-02-16,Capsicum,Premium,Azadpur APMC,North,15.0,40.0,30.0,118.0
2026-02-17,Capsicum,Premium,Azadpur APMC,North,15.0,35.0,26.0,65.9
2026-02-18,Capsicum,Premium,Azadpur APMC,North,15.0,35.0,25.0,85.8
2026-02-19,Capsicum,Premium,Azadpur APMC,North,15.0,35.0,25.0,158.1
2026-02-20,Capsicum,Premium,Azadpur APMC,North,15.0,35.0,25.0,125.8
2026-02-21,Capsicum,Premium,Azadpur APMC,North,15.0,35.0,25.0,84.6
2026-02-23,Capsicum,Premium,Azadpur APMC,North,15.0,35.0,25.0,175.7
2026-02-24,Capsicum,Premium,Azadpur APMC,North,15.0,35.0,25.0,92.4
2026-02-25,Capsicum,Premium,Azadpur APMC,North,15.0,35.0,25.0,152.2
